"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","Gene","B73_sum","Mo17_sum","H_sum","acs_sum"
11866802.89,21439566.76,28262787.95,19799569.87,20042500.82,46132934.81,38102693.69,47731831.53,10819152.53,42749088.29,37761816.08,51957982.1,6279663.815,19277788.84,24197388.91,29212370.58,"Zm00001d041290_T001"," methyl binding domain105","Zm00001d041290",81368727.47,152009960.85,143288039,78967212.145
14029001.89,25762392.51,38004852,27345085.33,26119512.89,61747582.72,55137117.79,72776879.24,14588809.53,55745447.84,55363658.78,77117307.99,8269944.281,27998423.99,33156139.42,44379868.98,"Zm00001d031569_T001","Peptidyl-prolyl isomerase  ","Zm00001d031569",105141331.73,215781092.64,202815224.14,113804376.671
1321767.039,2435862.143,3563906.9,2686386.846,2207300.383,5386481.306,4954528.58,6389982.974,1326759.538,4937797.157,5020765.987,6425802.787,809409.9089,2927999.343,3214194.518,4316108.583,"Zm00001d019881_T002","Auxin transport protein BIG","Zm00001d019881",10007922.928,18938293.243,17711125.469,11267712.3529
1807240.687,3703892.045,5361262.292,4574335.368,2124494.901,4470694.318,4344061.544,6479241.899,1464416.278,5401879.731,5695046.974,9078827.399,1167452.833,3824061.047,4627326.14,6417824.93,"Zm00001d044008_T002","Myosin heavy chain-like;  protein","Zm00001d044008",15446730.392,17418492.662,21640170.382,16036664.95
30595147.48,68201097.91,102364441.8,70773971.76,72097920.8,227591285.7,257250730.8,370715994.3,25459180.77,143661548,186061172,310403884.6,18354617.13,81458486.19,97170743.91,133211227.1,"Zm00001d039542_T001","Phospholipase A1-Igamma1 chloroplastic","Zm00001d039542",271934658.95,927655931.6,665585785.37,330195074.33
31757634.91,50157575.01,69797461.37,63509107.65,22197489.24,49027330.96,41502207.25,79475165.8,35515996,122093472.8,114126326.2,177842906.1,21149738.44,51926052.63,48812458.96,62438201.29,"Zm00001d003712_T001"," abscisic acid stress ripening3","Zm00001d003712",215221778.94,192202193.25,449578701.1,184326451.32
53432506.52,148680876.2,267108079.5,214274842,85403043.98,325284475.4,357498936.7,491384747.2,45350808.09,286809846.1,384718994,666030995.3,28337714.94,180243362.9,285216882.8,451806520.8,"Zm00001d028562_T001","Fructose-1%2C6-bisphosphatase  ","Zm00001d028562",683496304.22,1259571203.28,1382910643.49,945604481.44
41844698.15,115743265.7,263443872,223867302.2,56842129.63,223150326.8,332197062.1,499254014.1,29892408.06,206922466.3,410784828,728445226.2,14942139.01,142473621.4,244610892,399154530.3,"Zm00001d002426_T004","Thylakoid lumenal 29 kDa protein chloroplastic","Zm00001d002426",644899138.05,1111443532.63,1376044928.56,801181182.71
14657044.17,33134302.63,56706301.99,49694155.17,15404647.67,43655333.95,43846016.68,64411784.18,11938165.93,53523683.84,64964211.74,122234071.2,8693835.28,35284175.82,49386858.44,86271166.69,"Zm00001d018487_T001","3-ketoacyl-CoA thiolase 2 peroxisomal","Zm00001d018487",154191803.96,167317782.48,252660132.71,179636036.23
6657500.138,13822205.75,23419847.76,19141990.72,9163305.803,25911738.56,29179912.45,40910720.44,5620581.631,25943693.53,31293213.09,50493142.93,3860597.735,16256320.68,24302954.22,35614315.03,"Zm00001d032956_T008","Acylamino-acid-releasing enzyme","Zm00001d032956",63041544.368,105165677.253,113350631.181,80034187.665
307710479.9,804637316.3,1327485620,879399327.7,566942203.9,2091477084,1927598607,2490156958,246698077,1533942413,1745088251,2437070358,206168823.4,1186891300,1581272642,2226811507,"Zm00001d023559_T001","Fructose-bisphosphate aldolase  ","Zm00001d023559",3319232743.9,7076174852.9,5962799099,5201144272.4
38120597.01,95009878.16,149036084.4,110686933,58853427.85,185622229.8,182135579.1,284081922.5,31987028.42,173435021.4,224195360.1,365957651.6,18884341.72,101273204.5,135039392.7,197274906.5,"Zm00001d051746_T001","Calcium sensing receptor chloroplastic","Zm00001d051746",392853492.57,710693159.25,795575061.52,452471845.42
20377306.53,45268959.18,74444039.65,49127695.61,31553414,112063193.8,107157168.6,144392657.4,16818440.94,91705845.79,102375897.9,161651649.9,11387654.97,52148729.03,69568474.22,101319397.3,"Zm00001d034256_T001"," phosphohexose isomerase1","Zm00001d034256",189218000.97,395166433.8,372551834.53,234424255.52
3341013.451,8005409.332,13786435.89,9962637.309,7211315.298,25176118.16,26610871.09,40583538.54,3128817.62,17177726.67,22757954.77,37863494.75,1879272.352,8735194.33,12083855.46,17802169.56,"Zm00001d049046_T002","Protein kinase superfamily protein","Zm00001d049046",35095495.982,99581843.088,80927993.81,40500491.702
6298178.369,11384560.86,13434359.45,11458773.27,9405668.415,19490075.11,18509796.26,23063506.22,5821812.693,18466811.08,19084611.11,24481111.45,4005955.113,11982958.26,14012907.24,17891315.22,"Zm00001d002275_T003","ABC transporter C family member 2","Zm00001d002275",42575871.949,70469046.005,67854346.333,47893135.833
9448886.633,16034186.7,23894936.92,19416851.59,17912183.41,45413637.42,44182958.44,64048265.79,7194527.194,27274418.24,33097825.3,52173240.07,7934165.411,19076061.63,24255561.58,31686952.76,"Zm00001d017139_T001"," hydroxymethylbutenyl diphosphate synthase1","Zm00001d017139",68794861.843,171557045.06,119740010.804,82952741.381
10391781.02,21968132.51,32567999.98,21279285.69,16837777.04,42450979.35,38387247.2,49710960.11,8841769.408,37624500.41,38388612.63,54989076.15,6819085.548,27431231.38,29921773.4,37982214.45,"Zm00001d024633_T004","Monodehydroascorbate reductase 5 mitochondrial","Zm00001d024633",86207199.2,147386963.7,139843958.598,102154304.778
197803737.7,514903462.4,921142075.7,754599545,329278953.7,1194207654,1315384732,1783813217,138713923.3,959981081.8,1278057734,2086871570,100462840.2,621804083.1,1028173542,1520541829,"Zm00001d042840_T001","Sedoheptulose-17-bisphosphatase chloroplastic","Zm00001d042840",2388448820.8,4622684556.7,4463624309.1,3270982294.3
74517371.25,185825006.5,318450075.6,230210597.4,180171523.6,599123020.7,560747659,734229910.8,49618654.12,370657372.8,447926807.2,700414625.4,39216253.45,198873510.9,282969536.4,423381013.9,"Zm00001d048593_T001"," RUBISCO activase2","Zm00001d048593",809003050.75,2074272114.1,1568617459.52,944440314.65
16926027.42,30973942.84,46080668.52,33356697.45,33406958.91,87673099.7,78813196.79,98763587.52,18483482.95,70658089.6,71716431.26,97471037.52,9842413.499,32872106.87,39298557.28,56693807.62,"Zm00001d048707_T001"," benzoxazinone synthesis8","Zm00001d048707",127337336.23,298656842.92,258329041.33,138706885.269
3655546.276,6161028.225,8680975.178,6385726.481,5544278.108,12361717.38,11487475.22,15309452.16,3428420.48,11366398.71,11678431.46,17018939.94,2657490.876,7256975.075,8659992.48,10969205.86,"Zm00001d006533_T001","Villin-4","Zm00001d006533",24883276.16,44702922.868,43492190.59,29543664.291
2917796.91,5209726.522,7347464.58,5497948.211,4507613.923,9821637.544,9069304.448,12076428.09,2674267.393,9045510.233,9149011.512,12923580.21,1698227.963,5154791.988,6299999.161,8438545.369,"Zm00001d031847_T027","Structural maintenance of chromosomes (SMC) family protein","Zm00001d031847",20972936.223,35474984.005,33792369.348,21591564.481
14997743.92,28651396.74,49814329.83,43514660.3,31668918.78,75114695.09,73891117.14,122267821.9,16767300.53,63089520.06,76427922.78,133986667.9,11889308.66,37023169.7,61981276.26,119446848.8,"Zm00001d044648_T005","Alpha-L-arabinofuranosidase 1","Zm00001d044648",136978130.79,302942552.91,290271411.27,230340603.42
15028068.18,37432264.08,62451618.13,45735293.88,37993067.58,130466521.3,124015395.1,155255731.3,13055443.93,84955297.37,104350193.4,152577283.9,9091742.854,52753518.92,69837738.28,100147489.8,"Zm00001d032332_T001","Quinone oxidoreductase-like protein At1g23740  ","Zm00001d032332",160647244.27,447730715.28,354938218.6,231830489.854
107879623.4,211106247.2,342137087,248095825.2,141517993.8,367333434.8,356728755.7,516085450.9,90407371.73,392616198.5,437891656.2,659751133.4,60185761.46,247684263,308123622.7,467361465.3,"Zm00001d040880_T001","ATP synthase subunit 1","Zm00001d040880",909218782.8,1381665635.2,1580666359.83,1083355112.46
18355300.8,29382385.77,38512602.69,24112944.85,25075204.7,54885824.01,43725038.75,50288543.76,15649764.67,54506150.23,48143354.86,62395365.47,10359773.51,35810001.69,37879334.23,43707907.96,"Zm00001d007229_T002","Phosphoinositide phospholipase C 4","Zm00001d007229",110363234.11,173974611.22,180694635.23,127757017.39
5398241.219,13183831.94,20405312.56,13395887.3,11209729.26,35323310.33,35486019.44,43372256.57,4144602.321,23885437.47,27404901.74,37338633.33,2994629.344,14524103.55,18795807.81,23264862.82,"Zm00001d014716_T002","Delta-aminolevulinic acid dehydratase  ","Zm00001d014716",52383273.019,125391315.6,92773574.861,59579403.524
3159007.224,5101548.798,6311190.551,4997189.758,6800777.846,12134378.49,10593868.96,12308570.44,2878850.406,9190293.188,8474940.45,11018417.18,2002483.165,5501717.689,5843029.075,6896407.584,"Zm00001d013667_T001","Methyl-CpG-binding domain-containing protein 11","Zm00001d013667",19568936.331,41837595.736,31562501.224,20243637.513
480979095.3,1103232493,1500179117,1082384303,608595862.1,1457622332,1591059142,1771452285,437993490.6,1536916129,1900181533,2036625303,247927082.6,1136033265,1347174741,1466555681,"ZemaCp048.1","psbB","ZemaCp048.1",4166775008.3,5428729621.1,5911716455.6,4197690769.6
2531882.384,4800088.052,7082152.369,5190954.089,4012978.891,11246527.89,10687355,13560444.16,1981598.28,8853892.413,9949458.973,14136473.66,1567517.784,5376872.043,6830007.51,9054734.332,"Zm00001d039104_T001","Protein CHUP1 chloroplastic","Zm00001d039104",19605076.894,39507305.941,34921423.326,22829131.669
10575306.11,23473654.53,35203083.64,25117964.92,20604693.76,52131140.4,48875694.45,62431312.14,8688694.938,39856856.58,44735363.91,63265366.64,6256286.872,26963780.61,32626359,48546148.98,"Zm00001d038625_T001"," sulfite reductase1","Zm00001d038625",94370009.2,184042840.75,156546282.068,114392575.462
163109413.8,518156919.7,931928989.5,599345848,281299845.5,1455138635,1564611076,2190759872,98027131.28,1153372475,1642200630,2756754293,65413642.01,715098235,1041184072,1471766651,"Zm00001d044099_T002"," carbonic anhydrase1","Zm00001d044099",2212541171,5491809428.5,5650354529.28,3293462600.01
7646237.903,17534306.99,34444481.34,26616255.14,18444435.8,66284723.57,78738695.43,130462404,7154329.818,51183086.37,79783729.84,144400466.4,4028290.023,20427441.64,36396913.82,58274672.99,"Zm00001d014919_T001","Glycerate dehydrogenase HPR peroxisomal","Zm00001d014919",86241281.373,293930258.8,282521612.428,119127318.473
29812168.96,55442332.66,82960771.53,54361429.58,51395953.06,136379379.4,120720624.2,161561111,27046573.23,118685718.5,117243791.5,175364570.3,18740664.59,69459297.45,76674798.25,101166880.8,"Zm00001d003683_T005","60S ribosomal protein L3-1","Zm00001d003683",222576702.73,470057067.66,438340653.53,266041641.09
30423979.75,73497583.27,118230402.3,79272463.45,34505260.87,122675657.7,115835679.8,158545765.4,19825891.12,108819282.6,139827605,211892841.5,16312720.49,81247902.08,114110489.2,172299425.5,"Zm00001d035212_T001","Chloroplast stem-loop binding protein of 41 kDa b chloroplastic","Zm00001d035212",301424428.77,431562363.77,480365620.22,383970537.27
11610476.37,27441505.58,41228782.73,25002888.64,30699440.67,109348332.1,101677234.1,112265276.7,8183032.172,50365608.41,57877717.12,78566086.41,7598478.951,34374843.18,42117550.87,51803092.41,"Zm00001d006520_T001"," PDK regulatory protein1","Zm00001d006520",105283653.32,353990283.57,194992444.112,135893965.411
8522733.126,20902064.02,33456630.7,25952436.8,16339577.49,56752230.22,58036896.95,80071924.6,6699916.055,41000933.42,49976682.9,79387621.65,4631398.268,23084260.51,31034677.03,44861677.6,"Zm00001d003083_T001","Isocitrate dehydrogenase ","Zm00001d003083",88833864.646,211200629.26,177065154.025,103612013.408
5847314.933,10288544.19,13787433.36,10236706.99,9682453.699,22668778.05,20967028.71,27287628.48,5462102.503,20068042.81,19623079.68,27760289.17,3591341.789,10933013.23,12105171.35,15945249.02,"Zm00001d044222_T004","tetratricopeptide repeat (TPR)-containing protein","Zm00001d044222",40159999.473,80605888.939,72913514.163,42574775.389
31624263.2,69089274.36,96376980.94,74842402.84,29748579.68,70440531.43,72469691.99,88463240.1,22692217.47,87484745.23,98298945.89,132568000.6,19494221.92,81443907.06,88197479.76,115611150.9,"Zm00001d054067_T001","Probable inactive linolenate hydroperoxide lyase","Zm00001d054067",271932921.34,261122043.2,341043909.19,304746759.64
2930616.532,6785556.225,10575058.97,7421709.82,4584149.707,13281468.53,12469717.8,15273564.46,2347741.715,10622784.21,11962203.26,17012179.19,1727842.195,7855234.889,9742123.602,12932856.55,"Zm00001d031256_T019","LETM1-like protein","Zm00001d031256",27712941.547,45608900.497,41944908.375,32258057.236
9360768.311,19843333.51,30549099.81,20469746.76,15369713.23,42220813.01,38971252.92,52436746.34,8506858.049,39007647.21,39255086.76,55854442,4768219.498,19484271.35,23497425.4,32976971.02,"Zm00001d009271_T001","Asparaginyl-tRNA synthetase%2C cytoplasmic 3  ","Zm00001d009271",80222948.391,148998525.5,142624034.019,80726887.268
236849184.3,661799542.6,1220365905,896938334,371415216.1,1478744113,1586385514,2165756805,161897407.9,1238363726,1745355237,2782088850,125062093.2,813764850.8,1173837703,1735962677,"Zm00001d018197_T001","Soluble inorganic pyrophosphatase 6 chloroplastic","Zm00001d018197",3015952965.9,5602301648.1,5927705220.9,3848627324
17724894.83,27955681.39,34337074.84,22864838.28,23657661.29,50257992.01,38433830.55,46851225.53,16330308.92,51534595.29,44319482.74,60088628.05,8981141.294,26856279.72,28743992,32115083.84,"Zm00001d007865_T001","CSC1-like protein ERD4","Zm00001d007865",102882489.34,159200709.38,172273015,96696496.854
13926782.17,25627308.25,35363373.53,24053743.37,29941216.8,73893742.75,62627918,93962519.67,15154863.31,64868740.62,60568703.41,90622264.54,8327782.198,31072342.18,33317616.09,45256241.7,"Zm00001d049099_T009"," protein disulfide isomerase1","Zm00001d049099",98971207.32,260425397.22,231214571.88,117973982.168
5574404.592,7693577.413,8985180.545,6079970.277,8777252.151,15282340.26,11417649.9,14462914.62,5105380.547,13169663.95,10155551.11,12942701.22,4130390.331,10498276.94,10166891.16,10874515.37,"Zm00001d036255_T001","protein_coding","Zm00001d036255",28333132.827,49940156.931,41373296.827,35670073.801
10364672.11,17936010.16,23128019.83,15047247.7,16233829.49,34984732.85,29402138.25,32744392.1,8316075.836,28416378.08,25404604.83,29958868.24,5682853.221,17408612.72,19445304.58,23078528.65,"Zm00001d003632_T003"," regulator of chromosome condensation2","Zm00001d003632",66475949.8,113365092.69,92095926.986,65615299.171
5798298.868,10777398.7,17070206,13817189.9,9823366.732,24382008.25,22615258.39,30241115.49,4926074.571,18864313.72,21664658.62,33152768.04,3803620.062,12513429.31,16281375.36,23767032.4,"Zm00001d031013_T003","Methylcrotonoyl-CoA carboxylase subunit alpha  ","Zm00001d031013",47463093.468,87061748.862,78607814.951,56365457.132
4603383.584,10248133.03,15219001.98,10869153.45,9550120.579,26931992.56,24964085.83,29537169.98,3753849.918,18461015.43,18833831.43,28056674.48,3079526.037,11717054.05,14175211.51,18216904.71,"Zm00001d018891_T001"," chloroplast RNA processing4","Zm00001d018891",40939672.044,90983368.949,69105371.258,47188696.307
7363519.901,15374455.68,23101637.36,17200835.88,13149888.83,35481317.28,33829816.78,43466372.3,6906039.814,30692127.23,30103894.33,44457983.66,4529351.419,17776051.51,20861724.86,30132162.13,"Zm00001d020669_T001","Formate tetrahyrofolate ligase  ","Zm00001d020669",63040448.821,125927395.19,112160045.034,73299289.919
17005170.69,30339229.19,47992903.75,27669334,36676611.37,108242420.7,92685015.63,121202586.7,17626180.33,67887064.65,77903300.31,114197105.3,10655338.49,35972011.96,41591064.01,55606752.34,"Zm00001d050428_T003"," glyceraldehyde-3-phosphate deHaseN1","Zm00001d050428",123006637.63,358806634.4,277613650.59,143825166.8
35352988.59,39478408.99,37185575.76,15313262.1,32196941.53,31741461.5,17802086.07,26025332.03,47299302.08,96314679.05,50628876.41,44531539.79,31652188.48,45649576.43,28186027.8,23991949.74,"Zm00001d017274_T001","Phenylalanine ammonia-lyase  ","Zm00001d017274",127330235.44,107765821.13,238774397.33,129479742.45
4389533.395,9778445.444,14532033.81,11721618.33,8456184.95,21450940.16,21828823.03,25714392.71,3936690.211,16860898.35,20225660.87,25147486.46,2601995.081,10626142.44,13641241.74,17019260.17,"Zm00001d028915_T009","Chloroplast protein HCF243","Zm00001d028915",40421630.979,77450340.85,66170735.891,43888639.431
46866235.64,123884962.9,213055874.4,155947085.4,83435093.02,287587564.9,315772423.7,376510416.2,38213208.62,253152668.4,310682885.1,453695814.6,24712971.32,147011206.1,199589427.6,286447100,"Zm00001d026501_T001","Glutamine synthetase leaf isozyme chloroplastic","Zm00001d026501",539754158.34,1063305497.82,1055744576.72,657760705.02
29008732.93,65122962,108492715.2,66340996.35,50047571.81,202808544.8,186823245.3,292205289.2,22756140.56,128386755.1,169800147.6,306398871.4,19544906.83,74646650.84,100415131.2,147046861.3,"Zm00001d036340_T001"," photosystem II1","Zm00001d036340",268965406.48,731884651.11,627341914.66,341653550.17
6213414.585,11290581.75,15798185.28,11499915.3,6605883.403,14334586.51,12695476.94,17741885.26,5554175.836,21271820.82,20040292.21,28349673.02,4351197.016,14696540.05,16049731.69,21058273.9,"Zm00001d020057_T003"," phosphoenolpyruvate carboxylase3","Zm00001d020057",44802096.915,51377832.113,75215961.886,56155742.656
114867494.1,314290703.3,538809125.6,463832597.3,285523443.5,1033833253,1202383023,1555818755,90903965.33,715674871,944649097.6,1558407358,48574893.28,362855710.5,579361677.5,835166641.7,"Zm00001d035034_T001"," adenylate kinase1","Zm00001d035034",1431799920.3,4077558474.5,3309635291.93,1825958922.98
